Date and Time,Geo,Day-Ahead Price in US Dollars
2021-02-12 01:00:00,HB_HOUSTON,72.24
2021-02-12 02:00:00,HB_HOUSTON,72.8
2021-02-12 03:00:00,HB_HOUSTON,76.54
2021-02-12 04:00:00,HB_HOUSTON,78.17
2021-02-12 05:00:00,HB_HOUSTON,96.46
2021-02-12 06:00:00,HB_HOUSTON,201.88
2021-02-12 07:00:00,HB_HOUSTON,269.2
2021-02-12 08:00:00,HB_HOUSTON,236.59
2021-02-12 09:00:00,HB_HOUSTON,254.2
2021-02-12 10:00:00,HB_HOUSTON,185.46
2021-02-12 11:00:00,HB_HOUSTON,143.63
2021-02-12 12:00:00,HB_HOUSTON,113.25
2021-02-12 13:00:00,HB_HOUSTON,107.87
2021-02-12 14:00:00,HB_HOUSTON,102.12
2021-02-12 15:00:00,HB_HOUSTON,99.8
2021-02-12 16:00:00,HB_HOUSTON,116.5
2021-02-12 17:00:00,HB_HOUSTON,152.6
2021-02-12 18:00:00,HB_HOUSTON,262.76
2021-02-12 19:00:00,HB_HOUSTON,165.27
2021-02-12 20:00:00,HB_HOUSTON,139.63
2021-02-12 21:00:00,HB_HOUSTON,118.24
2021-02-12 22:00:00,HB_HOUSTON,93.27
2021-02-11 23:00:00,HB_HOUSTON,34.74
2021-02-11 00:00:00,HB_HOUSTON,29.66
2021-02-11 01:00:00,HB_HOUSTON,28.36
2021-02-11 02:00:00,HB_HOUSTON,28.4
2021-02-11 03:00:00,HB_HOUSTON,28.85
2021-02-11 04:00:00,HB_HOUSTON,27.79
2021-02-11 05:00:00,HB_HOUSTON,38.22
2021-02-11 06:00:00,HB_HOUSTON,62.88
2021-02-11 07:00:00,HB_HOUSTON,65.44
2021-02-11 08:00:00,HB_HOUSTON,63.17
2021-02-11 09:00:00,HB_HOUSTON,65.2
2021-02-11 10:00:00,HB_HOUSTON,60.68
2021-02-11 11:00:00,HB_HOUSTON,51.89
2021-02-11 12:00:00,HB_HOUSTON,47.07
2021-02-11 13:00:00,HB_HOUSTON,44.58
2021-02-11 14:00:00,HB_HOUSTON,42.38
2021-02-11 15:00:00,HB_HOUSTON,40.62
2021-02-11 16:00:00,HB_HOUSTON,46.73
2021-02-11 17:00:00,HB_HOUSTON,58.83
2021-02-11 18:00:00,HB_HOUSTON,85.79
2021-02-11 19:00:00,HB_HOUSTON,58.7
2021-02-11 20:00:00,HB_HOUSTON,51.23
2021-02-11 21:00:00,HB_HOUSTON,45.23
2021-02-11 22:00:00,HB_HOUSTON,34.35
2021-02-10 23:00:00,HB_HOUSTON,23.92
2021-02-10 00:00:00,HB_HOUSTON,24.14
2021-02-10 01:00:00,HB_HOUSTON,23.57
2021-02-10 02:00:00,HB_HOUSTON,23.67
2021-02-10 03:00:00,HB_HOUSTON,25.25
2021-02-10 04:00:00,HB_HOUSTON,22.87
2021-02-10 05:00:00,HB_HOUSTON,26.08
2021-02-10 06:00:00,HB_HOUSTON,48.88
2021-02-10 07:00:00,HB_HOUSTON,47.69
2021-02-10 08:00:00,HB_HOUSTON,43.16
2021-02-10 09:00:00,HB_HOUSTON,39.24
2021-02-10 10:00:00,HB_HOUSTON,35.9
2021-02-10 11:00:00,HB_HOUSTON,30.64
2021-02-10 12:00:00,HB_HOUSTON,30.74
2021-02-10 13:00:00,HB_HOUSTON,28.18
2021-02-10 14:00:00,HB_HOUSTON,27.71
2021-02-10 15:00:00,HB_HOUSTON,27.68
2021-02-10 16:00:00,HB_HOUSTON,30.91
2021-02-10 17:00:00,HB_HOUSTON,39.82
2021-02-10 18:00:00,HB_HOUSTON,42.91
2021-02-10 19:00:00,HB_HOUSTON,36.82
2021-02-10 20:00:00,HB_HOUSTON,31.45
2021-02-10 21:00:00,HB_HOUSTON,28.55
2021-02-10 22:00:00,HB_HOUSTON,24.94
2021-02-09 23:00:00,HB_HOUSTON,21.62
2021-02-09 00:00:00,HB_HOUSTON,19.28
2021-02-09 01:00:00,HB_HOUSTON,18.91
2021-02-09 02:00:00,HB_HOUSTON,19.28
2021-02-09 03:00:00,HB_HOUSTON,19.71
2021-02-09 04:00:00,HB_HOUSTON,19.72
2021-02-09 05:00:00,HB_HOUSTON,22.96
2021-02-09 06:00:00,HB_HOUSTON,36.18
2021-02-09 07:00:00,HB_HOUSTON,42.92
2021-02-09 08:00:00,HB_HOUSTON,35.63
2021-02-09 09:00:00,HB_HOUSTON,35.71
2021-02-09 10:00:00,HB_HOUSTON,36.63
2021-02-09 11:00:00,HB_HOUSTON,31.74
2021-02-09 12:00:00,HB_HOUSTON,27.44
2021-02-09 13:00:00,HB_HOUSTON,25.26
2021-02-09 14:00:00,HB_HOUSTON,23.53
2021-02-09 15:00:00,HB_HOUSTON,22.25
2021-02-09 16:00:00,HB_HOUSTON,24.26
2021-02-09 17:00:00,HB_HOUSTON,33.96
2021-02-09 18:00:00,HB_HOUSTON,31.51
2021-02-09 19:00:00,HB_HOUSTON,27.42
2021-02-09 20:00:00,HB_HOUSTON,26.42
2021-02-09 21:00:00,HB_HOUSTON,25.99
2021-02-09 22:00:00,HB_HOUSTON,23.07
2021-02-08 23:00:00,HB_HOUSTON,20.75
2021-02-08 00:00:00,HB_HOUSTON,6.47
2021-02-08 01:00:00,HB_HOUSTON,7.02
2021-02-08 02:00:00,HB_HOUSTON,9.67
2021-02-08 03:00:00,HB_HOUSTON,12.28
2021-02-08 04:00:00,HB_HOUSTON,15.93
2021-02-08 05:00:00,HB_HOUSTON,20.39
2021-02-08 06:00:00,HB_HOUSTON,25.34
2021-02-08 07:00:00,HB_HOUSTON,29.85
2021-02-08 08:00:00,HB_HOUSTON,32.56
2021-02-08 09:00:00,HB_HOUSTON,26.3
2021-02-08 10:00:00,HB_HOUSTON,26.39
2021-02-08 11:00:00,HB_HOUSTON,24.94
2021-02-08 12:00:00,HB_HOUSTON,26.16
2021-02-08 13:00:00,HB_HOUSTON,26.51
2021-02-08 14:00:00,HB_HOUSTON,24.74
2021-02-08 15:00:00,HB_HOUSTON,23.62
2021-02-08 16:00:00,HB_HOUSTON,26.93
2021-02-08 17:00:00,HB_HOUSTON,42.81
2021-02-08 18:00:00,HB_HOUSTON,61.22
2021-02-08 19:00:00,HB_HOUSTON,29.56
2021-02-08 20:00:00,HB_HOUSTON,25.36
2021-02-08 21:00:00,HB_HOUSTON,25.22
2021-02-08 22:00:00,HB_HOUSTON,21.29
2021-02-07 23:00:00,HB_HOUSTON,12.51
2021-02-07 00:00:00,HB_HOUSTON,23.87
2021-02-07 01:00:00,HB_HOUSTON,20.33
2021-02-07 02:00:00,HB_HOUSTON,18.94
2021-02-07 03:00:00,HB_HOUSTON,19.12
2021-02-07 04:00:00,HB_HOUSTON,19.29
2021-02-07 05:00:00,HB_HOUSTON,22.16
2021-02-07 06:00:00,HB_HOUSTON,23.73
2021-02-07 07:00:00,HB_HOUSTON,25.71
2021-02-07 08:00:00,HB_HOUSTON,26.74
2021-02-07 09:00:00,HB_HOUSTON,25.65
2021-02-07 10:00:00,HB_HOUSTON,20.16
2021-02-07 11:00:00,HB_HOUSTON,18.23
2021-02-07 12:00:00,HB_HOUSTON,17.98
2021-02-07 13:00:00,HB_HOUSTON,18.11
2021-02-07 14:00:00,HB_HOUSTON,17.33
2021-02-07 15:00:00,HB_HOUSTON,17.02
2021-02-07 16:00:00,HB_HOUSTON,18.91
2021-02-07 17:00:00,HB_HOUSTON,32.38
2021-02-07 18:00:00,HB_HOUSTON,27.94
2021-02-07 19:00:00,HB_HOUSTON,20.4
2021-02-07 20:00:00,HB_HOUSTON,20.77
2021-02-07 21:00:00,HB_HOUSTON,19.23
2021-02-07 22:00:00,HB_HOUSTON,15.95
2021-02-22 23:00:00,HB_NORTH,12.3
2021-02-22 00:00:00,HB_NORTH,22.28
2021-02-22 01:00:00,HB_NORTH,22.21
2021-02-22 02:00:00,HB_NORTH,21.64
2021-02-22 03:00:00,HB_NORTH,22.21
2021-02-22 04:00:00,HB_NORTH,22.37
2021-02-22 05:00:00,HB_NORTH,25.0
2021-02-22 06:00:00,HB_NORTH,47.4
2021-02-22 07:00:00,HB_NORTH,43.75
2021-02-22 08:00:00,HB_NORTH,32.87
2021-02-22 09:00:00,HB_NORTH,29.99
2021-02-22 10:00:00,HB_NORTH,26.71
2021-02-22 11:00:00,HB_NORTH,24.81
2021-02-22 12:00:00,HB_NORTH,23.46
2021-02-22 13:00:00,HB_NORTH,22.4
2021-02-22 14:00:00,HB_NORTH,22.24
2021-02-22 15:00:00,HB_NORTH,21.47
2021-02-22 16:00:00,HB_NORTH,23.5
2021-02-22 17:00:00,HB_NORTH,31.56
2021-02-22 18:00:00,HB_NORTH,38.02
2021-02-22 19:00:00,HB_NORTH,35.82
2021-02-22 20:00:00,HB_NORTH,30.63
2021-02-22 21:00:00,HB_NORTH,25.31
2021-02-22 22:00:00,HB_NORTH,22.71
2021-02-21 23:00:00,HB_NORTH,25.04
2021-02-21 00:00:00,HB_NORTH,16.96
2021-02-21 01:00:00,HB_NORTH,15.66
2021-02-21 02:00:00,HB_NORTH,14.87
2021-02-21 03:00:00,HB_NORTH,14.85
2021-02-21 04:00:00,HB_NORTH,15.27
2021-02-21 05:00:00,HB_NORTH,17.14
2021-02-21 06:00:00,HB_NORTH,13.85
2021-02-21 07:00:00,HB_NORTH,18.62
2021-02-21 08:00:00,HB_NORTH,20.5
2021-02-21 09:00:00,HB_NORTH,22.7
2021-02-21 10:00:00,HB_NORTH,23.38
2021-02-21 11:00:00,HB_NORTH,23.01
2021-02-21 12:00:00,HB_NORTH,22.68
2021-02-21 13:00:00,HB_NORTH,16.34
2021-02-21 14:00:00,HB_NORTH,15.44
2021-02-21 15:00:00,HB_NORTH,15.72
2021-02-21 16:00:00,HB_NORTH,17.8
2021-02-21 17:00:00,HB_NORTH,25.2
2021-02-21 18:00:00,HB_NORTH,34.99
2021-02-21 19:00:00,HB_NORTH,30.01
2021-02-21 20:00:00,HB_NORTH,26.12
2021-02-21 21:00:00,HB_NORTH,25.3
2021-02-21 22:00:00,HB_NORTH,28.04
2021-02-20 23:00:00,HB_NORTH,41.09
2021-02-20 00:00:00,HB_NORTH,164.75
2021-02-20 01:00:00,HB_NORTH,155.35
2021-02-20 02:00:00,HB_NORTH,153.86
2021-02-20 03:00:00,HB_NORTH,152.84
2021-02-20 04:00:00,HB_NORTH,209.38
2021-02-20 05:00:00,HB_NORTH,297.73
2021-02-20 06:00:00,HB_NORTH,151.17
2021-02-20 07:00:00,HB_NORTH,203.07
2021-02-20 08:00:00,HB_NORTH,154.44
2021-02-20 09:00:00,HB_NORTH,89.74
2021-02-20 10:00:00,HB_NORTH,56.69
2021-02-20 11:00:00,HB_NORTH,43.42
2021-02-20 12:00:00,HB_NORTH,33.46
2021-02-20 13:00:00,HB_NORTH,5.0
2021-02-20 14:00:00,HB_NORTH,1.4
2021-02-20 15:00:00,HB_NORTH,1.0
2021-02-20 16:00:00,HB_NORTH,1.02
2021-02-20 17:00:00,HB_NORTH,12.65
2021-02-20 18:00:00,HB_NORTH,19.52
2021-02-20 19:00:00,HB_NORTH,19.71
2021-02-20 20:00:00,HB_NORTH,16.93
2021-02-20 21:00:00,HB_NORTH,14.74
2021-02-20 22:00:00,HB_NORTH,45.37
2021-02-19 23:00:00,HB_NORTH,2397.52
2021-02-19 00:00:00,HB_NORTH,8493.17
2021-02-19 01:00:00,HB_NORTH,8500.0
2021-02-19 02:00:00,HB_NORTH,8499.99
2021-02-19 03:00:00,HB_NORTH,8499.99
2021-02-19 04:00:00,HB_NORTH,8500.0
2021-02-19 05:00:00,HB_NORTH,8500.0
2021-02-19 06:00:00,HB_NORTH,8711.31
2021-02-19 07:00:00,HB_NORTH,8768.25
2021-02-19 08:00:00,HB_NORTH,8712.12
2021-02-19 09:00:00,HB_NORTH,8500.0
2021-02-19 10:00:00,HB_NORTH,8500.0
2021-02-19 11:00:00,HB_NORTH,5999.99
2021-02-19 12:00:00,HB_NORTH,3629.53
2021-02-19 13:00:00,HB_NORTH,1532.33
2021-02-19 14:00:00,HB_NORTH,1083.58
2021-02-19 15:00:00,HB_NORTH,1004.46
2021-02-19 16:00:00,HB_NORTH,884.64
2021-02-19 17:00:00,HB_NORTH,1526.65
2021-02-19 18:00:00,HB_NORTH,2527.44
2021-02-19 19:00:00,HB_NORTH,3471.05
2021-02-19 20:00:00,HB_NORTH,3246.18
2021-02-19 21:00:00,HB_NORTH,2516.78
2021-02-19 22:00:00,HB_NORTH,2996.65
2021-02-18 23:00:00,HB_NORTH,8000.0
2021-02-18 00:00:00,HB_NORTH,7510.04
2021-02-18 01:00:00,HB_NORTH,7514.13
2021-02-18 02:00:00,HB_NORTH,7513.81
2021-02-18 03:00:00,HB_NORTH,7512.73
2021-02-18 04:00:00,HB_NORTH,7813.36
2021-02-18 05:00:00,HB_NORTH,8000.0
2021-02-18 06:00:00,HB_NORTH,7999.99
2021-02-18 07:00:00,HB_NORTH,8494.56
2021-02-18 08:00:00,HB_NORTH,8494.37
2021-02-18 09:00:00,HB_NORTH,8525.95
2021-02-18 10:00:00,HB_NORTH,8512.98
2021-02-18 11:00:00,HB_NORTH,8750.0
2021-02-18 12:00:00,HB_NORTH,8528.33
2021-02-18 13:00:00,HB_NORTH,8540.06
2021-02-18 14:00:00,HB_NORTH,8066.79
2021-02-18 15:00:00,HB_NORTH,8026.76
2021-02-18 16:00:00,HB_NORTH,7454.49
2021-02-18 17:00:00,HB_NORTH,8000.0
2021-02-18 18:00:00,HB_NORTH,8700.23
2021-02-18 19:00:00,HB_NORTH,8515.0
2021-02-18 20:00:00,HB_NORTH,8000.0
2021-02-18 21:00:00,HB_NORTH,8000.0
2021-02-18 22:00:00,HB_NORTH,8000.0
2021-02-17 23:00:00,HB_NORTH,8490.41
2021-02-17 00:00:00,HB_NORTH,8998.25
2021-02-17 01:00:00,HB_NORTH,8995.1
2021-02-17 02:00:00,HB_NORTH,8995.01
2021-02-17 03:00:00,HB_NORTH,8994.5
2021-02-17 04:00:00,HB_NORTH,8996.48
2021-02-17 05:00:00,HB_NORTH,8998.99
2021-02-17 06:00:00,HB_NORTH,8944.28
2021-02-17 07:00:00,HB_NORTH,8987.35
2021-02-17 08:00:00,HB_NORTH,8988.13
2021-02-17 09:00:00,HB_NORTH,8984.33
2021-02-17 10:00:00,HB_NORTH,8901.21
2021-02-17 11:00:00,HB_NORTH,8990.34
2021-02-17 12:00:00,HB_NORTH,8988.47
