Date and Time,Geo,Real-Time Pricee in US Dollars
2021-02-22 23:15:00,HB_HOUSTON,-5.0
2021-02-22 23:30:00,HB_HOUSTON,-5.0
2021-02-22 23:45:00,HB_HOUSTON,-4.63
2021-02-21 00:00:00,HB_HOUSTON,-30.88
2021-02-21 00:15:00,HB_HOUSTON,-30.93
2021-02-21 00:30:00,HB_HOUSTON,-31.14
2021-02-21 00:45:00,HB_HOUSTON,-31.02
2021-02-21 01:00:00,HB_HOUSTON,-31.22
2021-02-21 01:15:00,HB_HOUSTON,-31.46
2021-02-21 01:30:00,HB_HOUSTON,-31.51
2021-02-21 01:45:00,HB_HOUSTON,-31.22
2021-02-21 02:00:00,HB_HOUSTON,-31.09
2021-02-21 02:15:00,HB_HOUSTON,-31.34
2021-02-21 02:30:00,HB_HOUSTON,-31.35
2021-02-21 02:45:00,HB_HOUSTON,-31.62
2021-02-21 03:00:00,HB_HOUSTON,-31.59
2021-02-21 03:15:00,HB_HOUSTON,-31.12
2021-02-21 03:30:00,HB_HOUSTON,-31.19
2021-02-21 03:45:00,HB_HOUSTON,-31.45
2021-02-21 04:00:00,HB_HOUSTON,-31.08
2021-02-21 04:15:00,HB_HOUSTON,-31.05
2021-02-21 04:30:00,HB_HOUSTON,-30.39
2021-02-21 04:45:00,HB_HOUSTON,-30.26
2021-02-21 05:00:00,HB_HOUSTON,-28.61
2021-02-21 05:15:00,HB_HOUSTON,-25.16
2021-02-21 05:30:00,HB_HOUSTON,-24.5
2021-02-21 05:45:00,HB_HOUSTON,-24.41
2021-02-21 06:00:00,HB_HOUSTON,-11.23
2021-02-21 06:15:00,HB_HOUSTON,-6.64
2021-02-21 06:30:00,HB_HOUSTON,-5.16
2021-02-21 06:45:00,HB_HOUSTON,-2.08
2021-02-21 07:00:00,HB_HOUSTON,-2.9
2021-02-21 07:15:00,HB_HOUSTON,-2.06
2021-02-21 07:30:00,HB_HOUSTON,-1.83
2021-02-21 07:45:00,HB_HOUSTON,-1.53
2021-02-21 08:00:00,HB_HOUSTON,-0.21
2021-02-21 08:15:00,HB_HOUSTON,0.0
2021-02-21 08:30:00,HB_HOUSTON,0.0
2021-02-21 08:45:00,HB_HOUSTON,0.0
2021-02-21 09:00:00,HB_HOUSTON,0.0
2021-02-21 09:15:00,HB_HOUSTON,0.0
2021-02-21 09:30:00,HB_HOUSTON,0.0
2021-02-21 09:45:00,HB_HOUSTON,-0.28
2021-02-21 10:00:00,HB_HOUSTON,-0.67
2021-02-21 10:15:00,HB_HOUSTON,-1.09
2021-02-21 10:30:00,HB_HOUSTON,-2.3
2021-02-21 10:45:00,HB_HOUSTON,-4.59
2021-02-21 11:00:00,HB_HOUSTON,-8.25
2021-02-21 11:15:00,HB_HOUSTON,-16.52
2021-02-21 11:30:00,HB_HOUSTON,-18.48
2021-02-21 11:45:00,HB_HOUSTON,-19.99
2021-02-21 12:00:00,HB_HOUSTON,-21.1
2021-02-21 12:15:00,HB_HOUSTON,-21.02
2021-02-21 12:30:00,HB_HOUSTON,-21.26
2021-02-21 12:45:00,HB_HOUSTON,-21.68
2021-02-21 13:00:00,HB_HOUSTON,-21.57
2021-02-21 13:15:00,HB_HOUSTON,-21.47
2021-02-21 13:30:00,HB_HOUSTON,-24.58
2021-02-21 13:45:00,HB_HOUSTON,-23.44
2021-02-21 14:00:00,HB_HOUSTON,-21.3
2021-02-21 14:15:00,HB_HOUSTON,-20.43
2021-02-21 14:30:00,HB_HOUSTON,-19.52
2021-02-21 14:45:00,HB_HOUSTON,-19.47
2021-02-21 15:00:00,HB_HOUSTON,-14.04
2021-02-21 15:15:00,HB_HOUSTON,-6.21
2021-02-21 15:30:00,HB_HOUSTON,-6.2
2021-02-21 15:45:00,HB_HOUSTON,-6.21
2021-02-21 16:00:00,HB_HOUSTON,-16.7
2021-02-21 16:15:00,HB_HOUSTON,-7.56
2021-02-21 16:30:00,HB_HOUSTON,-6.19
2021-02-21 16:45:00,HB_HOUSTON,-4.35
2021-02-21 17:00:00,HB_HOUSTON,-1.72
2021-02-21 17:15:00,HB_HOUSTON,-0.69
2021-02-21 17:30:00,HB_HOUSTON,0.0
2021-02-21 17:45:00,HB_HOUSTON,9.55
2021-02-21 18:00:00,HB_HOUSTON,16.96
2021-02-21 18:15:00,HB_HOUSTON,18.35
2021-02-21 18:30:00,HB_HOUSTON,20.85
2021-02-21 18:45:00,HB_HOUSTON,20.56
2021-02-21 19:00:00,HB_HOUSTON,18.56
2021-02-21 19:15:00,HB_HOUSTON,19.01
2021-02-21 19:30:00,HB_HOUSTON,17.97
2021-02-21 19:45:00,HB_HOUSTON,17.62
2021-02-21 20:00:00,HB_HOUSTON,17.54
2021-02-21 20:15:00,HB_HOUSTON,17.56
2021-02-21 20:30:00,HB_HOUSTON,17.76
2021-02-21 20:45:00,HB_HOUSTON,17.86
2021-02-21 21:00:00,HB_HOUSTON,18.33
2021-02-21 21:15:00,HB_HOUSTON,18.88
2021-02-21 21:30:00,HB_HOUSTON,17.7
2021-02-21 21:45:00,HB_HOUSTON,17.6
2021-02-21 22:00:00,HB_HOUSTON,17.57
2021-02-21 22:15:00,HB_HOUSTON,17.41
2021-02-21 22:30:00,HB_HOUSTON,17.28
2021-02-21 22:45:00,HB_HOUSTON,17.32
2021-02-21 23:00:00,HB_HOUSTON,17.5
2021-02-21 23:15:00,HB_HOUSTON,17.56
2021-02-21 23:30:00,HB_HOUSTON,17.58
2021-02-21 23:45:00,HB_HOUSTON,17.56
2021-02-20 00:00:00,HB_HOUSTON,17.39
2021-02-20 00:15:00,HB_HOUSTON,17.73
2021-02-20 00:30:00,HB_HOUSTON,17.87
2021-02-20 00:45:00,HB_HOUSTON,17.97
2021-02-20 01:00:00,HB_HOUSTON,17.91
2021-02-20 01:15:00,HB_HOUSTON,17.92
2021-02-20 01:30:00,HB_HOUSTON,18.16
2021-02-20 01:45:00,HB_HOUSTON,18.46
2021-02-20 02:00:00,HB_HOUSTON,18.71
2021-02-20 02:15:00,HB_HOUSTON,18.48
2021-02-20 02:30:00,HB_HOUSTON,19.02
2021-02-20 02:45:00,HB_HOUSTON,21.36
2021-02-20 03:00:00,HB_HOUSTON,23.62
2021-02-20 03:15:00,HB_HOUSTON,24.4
2021-02-20 03:30:00,HB_HOUSTON,25.74
2021-02-20 03:45:00,HB_HOUSTON,31.78
2021-02-20 04:00:00,HB_HOUSTON,31.89
2021-02-20 04:15:00,HB_HOUSTON,38.81
2021-02-20 04:30:00,HB_HOUSTON,48.13
2021-02-20 04:45:00,HB_HOUSTON,47.43
2021-02-20 05:00:00,HB_HOUSTON,59.68
2021-02-20 05:15:00,HB_HOUSTON,57.71
2021-02-20 05:30:00,HB_HOUSTON,50.3
2021-02-20 05:45:00,HB_HOUSTON,51.83
2021-02-20 06:00:00,HB_HOUSTON,72.21
2021-02-20 06:15:00,HB_HOUSTON,80.09
2021-02-20 06:30:00,HB_HOUSTON,100.74
2021-02-20 06:45:00,HB_HOUSTON,161.72
2021-02-20 07:00:00,HB_HOUSTON,125.27
2021-02-20 07:15:00,HB_HOUSTON,145.37
2021-02-20 07:30:00,HB_HOUSTON,103.34
2021-02-20 07:45:00,HB_HOUSTON,75.1
2021-02-20 08:00:00,HB_HOUSTON,51.81
2021-02-20 08:15:00,HB_HOUSTON,32.97
2021-02-20 08:30:00,HB_HOUSTON,29.14
2021-02-20 08:45:00,HB_HOUSTON,28.48
2021-02-20 09:00:00,HB_HOUSTON,30.44
2021-02-20 09:15:00,HB_HOUSTON,35.11
2021-02-20 09:30:00,HB_HOUSTON,29.72
2021-02-20 09:45:00,HB_HOUSTON,23.46
2021-02-20 10:00:00,HB_HOUSTON,21.2
2021-02-20 10:15:00,HB_HOUSTON,19.38
2021-02-20 10:30:00,HB_HOUSTON,17.57
2021-02-20 10:45:00,HB_HOUSTON,16.26
2021-02-20 11:00:00,HB_HOUSTON,16.07
2021-02-20 11:15:00,HB_HOUSTON,15.29
2021-02-20 11:30:00,HB_HOUSTON,14.54
2021-02-20 11:45:00,HB_HOUSTON,9.06
2021-02-20 12:00:00,HB_HOUSTON,2.7
2021-02-20 12:15:00,HB_HOUSTON,0.52
2021-02-20 12:30:00,HB_HOUSTON,-0.2
2021-02-20 12:45:00,HB_HOUSTON,-0.72
2021-02-20 13:00:00,HB_HOUSTON,-1.22
2021-02-20 13:15:00,HB_HOUSTON,-8.44
2021-02-20 13:30:00,HB_HOUSTON,-25.08
2021-02-20 13:45:00,HB_HOUSTON,-30.59
2021-02-20 14:00:00,HB_HOUSTON,-31.59
2021-02-20 14:15:00,HB_HOUSTON,-31.64
2021-02-20 14:30:00,HB_HOUSTON,-31.65
2021-02-20 14:45:00,HB_HOUSTON,-31.65
2021-02-20 15:00:00,HB_HOUSTON,-31.65
2021-02-20 15:15:00,HB_HOUSTON,-31.65
2021-02-20 15:30:00,HB_HOUSTON,-31.65
2021-02-20 15:45:00,HB_HOUSTON,-31.65
2021-02-20 16:00:00,HB_HOUSTON,-31.65
2021-02-20 16:15:00,HB_HOUSTON,-31.65
2021-02-20 16:30:00,HB_HOUSTON,-31.66
2021-02-20 16:45:00,HB_HOUSTON,-31.66
2021-02-20 17:00:00,HB_HOUSTON,-31.65
2021-02-20 17:15:00,HB_HOUSTON,-31.65
2021-02-20 17:30:00,HB_HOUSTON,-31.65
2021-02-20 17:45:00,HB_HOUSTON,-31.65
2021-02-20 18:00:00,HB_HOUSTON,-31.64
2021-02-20 18:15:00,HB_HOUSTON,-31.19
2021-02-20 18:30:00,HB_HOUSTON,-26.71
2021-02-20 18:45:00,HB_HOUSTON,-24.58
2021-02-20 19:00:00,HB_HOUSTON,-19.98
2021-02-20 19:15:00,HB_HOUSTON,-12.54
2021-02-20 19:30:00,HB_HOUSTON,-5.73
2021-02-20 19:45:00,HB_HOUSTON,-2.85
2021-02-20 20:00:00,HB_HOUSTON,-1.68
2021-02-20 20:15:00,HB_HOUSTON,-2.74
2021-02-20 20:30:00,HB_HOUSTON,-4.97
2021-02-20 20:45:00,HB_HOUSTON,-6.42
2021-02-20 21:00:00,HB_HOUSTON,-16.36
2021-02-20 21:15:00,HB_HOUSTON,-19.05
2021-02-20 21:30:00,HB_HOUSTON,-21.65
2021-02-20 21:45:00,HB_HOUSTON,-24.2
2021-02-20 22:00:00,HB_HOUSTON,-27.63
2021-02-20 22:15:00,HB_HOUSTON,-28.44
2021-02-20 22:30:00,HB_HOUSTON,-30.0
2021-02-20 22:45:00,HB_HOUSTON,-30.31
2021-02-20 23:00:00,HB_HOUSTON,-30.33
2021-02-20 23:15:00,HB_HOUSTON,-30.4
2021-02-20 23:30:00,HB_HOUSTON,-30.55
2021-02-20 23:45:00,HB_HOUSTON,-31.01
2021-02-19 00:00:00,HB_HOUSTON,8991.98
2021-02-19 00:15:00,HB_HOUSTON,8991.94
2021-02-19 00:30:00,HB_HOUSTON,8991.9
2021-02-19 00:45:00,HB_HOUSTON,8991.71
2021-02-19 01:00:00,HB_HOUSTON,8991.65
2021-02-19 01:15:00,HB_HOUSTON,8991.73
2021-02-19 01:30:00,HB_HOUSTON,8991.78
2021-02-19 01:45:00,HB_HOUSTON,8991.85
2021-02-19 02:00:00,HB_HOUSTON,8991.88
2021-02-19 02:15:00,HB_HOUSTON,8991.88
2021-02-19 02:30:00,HB_HOUSTON,8991.88
2021-02-19 02:45:00,HB_HOUSTON,8991.96
2021-02-19 03:00:00,HB_HOUSTON,8991.96
2021-02-19 03:15:00,HB_HOUSTON,8992.0
2021-02-19 03:30:00,HB_HOUSTON,8991.95
2021-02-19 03:45:00,HB_HOUSTON,8992.2
2021-02-19 04:00:00,HB_HOUSTON,8992.19
2021-02-19 04:15:00,HB_HOUSTON,8968.88
2021-02-19 04:30:00,HB_HOUSTON,8968.38
2021-02-19 04:45:00,HB_HOUSTON,8968.32
2021-02-19 05:00:00,HB_HOUSTON,8968.28
2021-02-19 05:15:00,HB_HOUSTON,8968.24
2021-02-19 05:30:00,HB_HOUSTON,8967.35
2021-02-19 05:45:00,HB_HOUSTON,8968.24
2021-02-19 06:00:00,HB_HOUSTON,8968.24
2021-02-19 06:15:00,HB_HOUSTON,8968.26
2021-02-19 06:30:00,HB_HOUSTON,8970.52
2021-02-19 06:45:00,HB_HOUSTON,8971.77
2021-02-19 07:00:00,HB_HOUSTON,8971.73
2021-02-19 07:15:00,HB_HOUSTON,8971.16
2021-02-19 07:30:00,HB_HOUSTON,8968.07
2021-02-19 07:45:00,HB_HOUSTON,8967.47
2021-02-19 08:00:00,HB_HOUSTON,8990.41
2021-02-19 08:15:00,HB_HOUSTON,8981.32
2021-02-19 08:30:00,HB_HOUSTON,8991.29
2021-02-19 08:45:00,HB_HOUSTON,8990.86
2021-02-19 09:00:00,HB_HOUSTON,3209.04
2021-02-19 09:15:00,HB_HOUSTON,37.85
2021-02-19 09:30:00,HB_HOUSTON,38.7
2021-02-19 09:45:00,HB_HOUSTON,27.84
2021-02-19 10:00:00,HB_HOUSTON,25.69
2021-02-19 10:15:00,HB_HOUSTON,27.65
2021-02-19 10:30:00,HB_HOUSTON,24.92
2021-02-19 10:45:00,HB_HOUSTON,28.53
2021-02-19 11:00:00,HB_HOUSTON,28.25
2021-02-19 11:15:00,HB_HOUSTON,24.31
2021-02-19 11:30:00,HB_HOUSTON,23.06
2021-02-19 11:45:00,HB_HOUSTON,19.78
2021-02-19 12:00:00,HB_HOUSTON,17.91
2021-02-19 12:15:00,HB_HOUSTON,17.36
2021-02-19 12:30:00,HB_HOUSTON,16.97
2021-02-19 12:45:00,HB_HOUSTON,15.72
2021-02-19 13:00:00,HB_HOUSTON,15.89
2021-02-19 13:15:00,HB_HOUSTON,12.2
2021-02-19 13:30:00,HB_HOUSTON,11.06
2021-02-19 13:45:00,HB_HOUSTON,4.64
2021-02-19 14:00:00,HB_HOUSTON,1.51
2021-02-19 14:15:00,HB_HOUSTON,1.58
2021-02-19 14:30:00,HB_HOUSTON,1.54
2021-02-19 14:45:00,HB_HOUSTON,1.52
2021-02-19 15:00:00,HB_HOUSTON,1.23
2021-02-19 15:15:00,HB_HOUSTON,1.13
2021-02-19 15:30:00,HB_HOUSTON,0.88
2021-02-19 15:45:00,HB_HOUSTON,0.77
2021-02-19 16:00:00,HB_HOUSTON,0.73
2021-02-19 16:15:00,HB_HOUSTON,0.11
2021-02-19 16:30:00,HB_HOUSTON,0.38
2021-02-19 16:45:00,HB_HOUSTON,10.06
2021-02-19 17:00:00,HB_HOUSTON,14.62
2021-02-19 17:15:00,HB_HOUSTON,17.95
2021-02-19 17:30:00,HB_HOUSTON,21.81
2021-02-19 17:45:00,HB_HOUSTON,17.72
2021-02-19 18:00:00,HB_HOUSTON,19.99
2021-02-19 18:15:00,HB_HOUSTON,25.21
2021-02-19 18:30:00,HB_HOUSTON,34.92
2021-02-19 18:45:00,HB_HOUSTON,31.04
2021-02-19 19:00:00,HB_HOUSTON,24.52
2021-02-19 19:15:00,HB_HOUSTON,21.38
2021-02-19 19:30:00,HB_HOUSTON,19.81
2021-02-19 19:45:00,HB_HOUSTON,19.8
2021-02-19 20:00:00,HB_HOUSTON,19.44
2021-02-19 20:15:00,HB_HOUSTON,20.77
2021-02-19 20:30:00,HB_HOUSTON,19.38
2021-02-19 20:45:00,HB_HOUSTON,18.59
2021-02-19 21:00:00,HB_HOUSTON,18.46
2021-02-19 21:15:00,HB_HOUSTON,18.67
2021-02-19 21:30:00,HB_HOUSTON,18.48
2021-02-19 21:45:00,HB_HOUSTON,18.65
2021-02-19 22:00:00,HB_HOUSTON,18.56
2021-02-19 22:15:00,HB_HOUSTON,18.8
2021-02-19 22:30:00,HB_HOUSTON,18.71
2021-02-19 22:45:00,HB_HOUSTON,18.46
2021-02-19 23:00:00,HB_HOUSTON,18.23
2021-02-19 23:15:00,HB_HOUSTON,17.83
2021-02-19 23:30:00,HB_HOUSTON,17.5
2021-02-19 23:45:00,HB_HOUSTON,17.59
2021-02-18 00:00:00,HB_HOUSTON,9000.0
2021-02-18 00:15:00,HB_HOUSTON,9000.0
2021-02-18 00:30:00,HB_HOUSTON,9000.0
2021-02-18 00:45:00,HB_HOUSTON,9000.0
2021-02-18 01:00:00,HB_HOUSTON,9000.0
2021-02-18 01:15:00,HB_HOUSTON,9000.0
2021-02-18 01:30:00,HB_HOUSTON,9000.0
2021-02-18 01:45:00,HB_HOUSTON,9004.4
2021-02-18 02:00:00,HB_HOUSTON,9004.71
2021-02-18 02:15:00,HB_HOUSTON,9006.52
2021-02-18 02:30:00,HB_HOUSTON,9008.04
2021-02-18 02:45:00,HB_HOUSTON,9005.43
2021-02-18 03:00:00,HB_HOUSTON,9007.7
2021-02-18 03:15:00,HB_HOUSTON,9008.61
2021-02-18 03:30:00,HB_HOUSTON,9009.87
2021-02-18 03:45:00,HB_HOUSTON,9010.17
2021-02-18 04:00:00,HB_HOUSTON,9008.09
2021-02-18 04:15:00,HB_HOUSTON,9008.1
2021-02-18 04:30:00,HB_HOUSTON,9008.13
2021-02-18 04:45:00,HB_HOUSTON,9008.36
2021-02-18 05:00:00,HB_HOUSTON,9008.54
2021-02-18 05:15:00,HB_HOUSTON,9008.54
2021-02-18 05:30:00,HB_HOUSTON,9008.55
2021-02-18 05:45:00,HB_HOUSTON,9008.59
2021-02-18 06:00:00,HB_HOUSTON,9000.48
2021-02-18 06:15:00,HB_HOUSTON,9000.22
2021-02-18 06:30:00,HB_HOUSTON,9000.36
2021-02-18 06:45:00,HB_HOUSTON,9000.13
2021-02-18 07:00:00,HB_HOUSTON,9000.0
2021-02-18 07:15:00,HB_HOUSTON,9000.0
2021-02-18 07:30:00,HB_HOUSTON,9000.0
2021-02-18 07:45:00,HB_HOUSTON,9000.0
2021-02-18 08:00:00,HB_HOUSTON,9000.0
2021-02-18 08:15:00,HB_HOUSTON,9000.49
2021-02-18 08:30:00,HB_HOUSTON,8996.57
2021-02-18 08:45:00,HB_HOUSTON,8987.42
2021-02-18 09:00:00,HB_HOUSTON,8985.88
2021-02-18 09:15:00,HB_HOUSTON,8985.92
2021-02-18 09:30:00,HB_HOUSTON,8985.82
2021-02-18 09:45:00,HB_HOUSTON,8987.09
2021-02-18 10:00:00,HB_HOUSTON,8989.87
2021-02-18 10:15:00,HB_HOUSTON,8989.78
2021-02-18 10:30:00,HB_HOUSTON,9004.73
2021-02-18 10:45:00,HB_HOUSTON,9001.79
2021-02-18 11:00:00,HB_HOUSTON,8926.21
2021-02-18 11:15:00,HB_HOUSTON,8942.32
2021-02-18 11:30:00,HB_HOUSTON,8924.2
2021-02-18 11:45:00,HB_HOUSTON,8991.04
2021-02-18 12:00:00,HB_HOUSTON,8992.0
2021-02-18 12:15:00,HB_HOUSTON,8992.58
2021-02-18 12:30:00,HB_HOUSTON,8993.24
2021-02-18 12:45:00,HB_HOUSTON,8992.25
2021-02-18 13:00:00,HB_HOUSTON,8991.66
2021-02-18 13:15:00,HB_HOUSTON,8992.05
2021-02-18 13:30:00,HB_HOUSTON,8992.34
2021-02-18 13:45:00,HB_HOUSTON,8991.43
2021-02-18 14:00:00,HB_HOUSTON,8991.33
2021-02-18 14:15:00,HB_HOUSTON,8991.45
2021-02-18 14:30:00,HB_HOUSTON,8991.63
2021-02-18 14:45:00,HB_HOUSTON,8992.1
2021-02-18 15:00:00,HB_HOUSTON,8991.79
2021-02-18 15:15:00,HB_HOUSTON,8991.63
2021-02-18 15:30:00,HB_HOUSTON,8991.55
2021-02-18 15:45:00,HB_HOUSTON,8991.52
2021-02-18 16:00:00,HB_HOUSTON,8991.23
2021-02-18 16:15:00,HB_HOUSTON,8991.38
2021-02-18 16:30:00,HB_HOUSTON,8991.46
2021-02-18 16:45:00,HB_HOUSTON,8991.58
2021-02-18 17:00:00,HB_HOUSTON,8991.72
2021-02-18 17:15:00,HB_HOUSTON,8991.84
2021-02-18 17:30:00,HB_HOUSTON,9000.26
2021-02-18 17:45:00,HB_HOUSTON,9000.68
2021-02-18 18:00:00,HB_HOUSTON,8997.67
2021-02-18 18:15:00,HB_HOUSTON,8976.8
2021-02-18 18:30:00,HB_HOUSTON,8943.48
2021-02-18 18:45:00,HB_HOUSTON,8943.54
2021-02-18 19:00:00,HB_HOUSTON,8943.41
2021-02-18 19:15:00,HB_HOUSTON,8945.67
2021-02-18 19:30:00,HB_HOUSTON,8937.65
2021-02-18 19:45:00,HB_HOUSTON,8946.78
2021-02-18 20:00:00,HB_HOUSTON,8952.14
2021-02-18 20:15:00,HB_HOUSTON,8949.19
2021-02-18 20:30:00,HB_HOUSTON,8941.87
2021-02-18 20:45:00,HB_HOUSTON,8941.31
2021-02-18 21:00:00,HB_HOUSTON,8941.32
2021-02-18 21:15:00,HB_HOUSTON,8941.28
2021-02-18 21:30:00,HB_HOUSTON,8968.88
2021-02-18 21:45:00,HB_HOUSTON,8989.43
2021-02-18 22:00:00,HB_HOUSTON,8990.5
2021-02-18 22:15:00,HB_HOUSTON,8991.77
2021-02-18 22:30:00,HB_HOUSTON,8991.93
2021-02-18 22:45:00,HB_HOUSTON,8992.02
2021-02-18 23:00:00,HB_HOUSTON,8992.07
2021-02-18 23:15:00,HB_HOUSTON,8991.83
2021-02-18 23:30:00,HB_HOUSTON,8991.83
2021-02-18 23:45:00,HB_HOUSTON,8991.87
2021-02-17 00:00:00,HB_HOUSTON,9000.0
2021-02-17 00:15:00,HB_HOUSTON,9000.0
2021-02-17 00:30:00,HB_HOUSTON,9000.0
2021-02-17 00:45:00,HB_HOUSTON,9000.0
2021-02-17 01:00:00,HB_HOUSTON,9018.18
2021-02-17 01:15:00,HB_HOUSTON,9034.6
2021-02-17 01:30:00,HB_HOUSTON,9043.91
2021-02-17 01:45:00,HB_HOUSTON,9042.95
2021-02-17 02:00:00,HB_HOUSTON,9043.63
2021-02-17 02:15:00,HB_HOUSTON,9046.21
2021-02-17 02:30:00,HB_HOUSTON,9050.83
2021-02-17 02:45:00,HB_HOUSTON,9055.12
2021-02-17 03:00:00,HB_HOUSTON,9055.43
2021-02-17 03:15:00,HB_HOUSTON,9057.18
2021-02-17 03:30:00,HB_HOUSTON,9057.36
2021-02-17 03:45:00,HB_HOUSTON,9044.82
2021-02-17 04:00:00,HB_HOUSTON,8990.94
2021-02-17 04:15:00,HB_HOUSTON,9013.11
2021-02-17 04:30:00,HB_HOUSTON,9160.85
2021-02-17 04:45:00,HB_HOUSTON,9085.27
2021-02-17 05:00:00,HB_HOUSTON,9150.68
2021-02-17 05:15:00,HB_HOUSTON,8959.95
2021-02-17 05:30:00,HB_HOUSTON,8880.74
2021-02-17 05:45:00,HB_HOUSTON,8880.35
2021-02-17 06:00:00,HB_HOUSTON,8920.93
2021-02-17 06:15:00,HB_HOUSTON,9006.65
